Name,Date,Rate,Comment
Hdgeheidhrudh,,2,When are you guys fixing you gift card shenanigans because I am tired of loosing money
Ceedini,,2,The last update as other users have noted has seemed to mess up the resolution. I have an iPhone 6s and I have no option to print after opening the label. The label opens fine but there is no print button. Please fix asap.
davvy05,,5,"Dear Amazon, thank you for making our lives easy. The fastest!"
Athena G,,2,Every time this app gets updated it gets worse and worse. Lost my entire wish list!
Colinha667,,2,No AirPrint support when printing return labels. There is no option in the app to print the return page and slip.
Barb2012,,1,Still no pass code for app
bursjon,,2,This app is good for the most part but it seems there has been some quality control issues. On multiple occasions the app does not display images correctly and is cut off on the side of the screen with no ability to scroll. Seems to be an aspect ratio issue to me. Let me know if you would like a screenshot.
Admirral,,1,"I cant use the app to order anything because I cant select my province. Whenever clicking any drop-down menu on the app, the selections dont appear. Had to uninstall and use the safari which was annoying since it kept pestering me to install the app... fix your crap amazon, your app should be flawless with the amount of money you have to spend."
Yhunhytg,,2,Cant add/ edit delivery address. Latest update has glitches. Fix it please
Pebbles83,,3,If you go from Canada store to USA store. Attempt checkout. But decide otherwise the whole store functions in white screens. You canít even toggle back to Canada. Or even log out and log in. You can only see the tabs options. But each tab loads blank white. Only way to get around this is to delete the app and install again. ??. Not very shopper friendly.
Besandaled,,2,"Iím a blind iPhone user and I used to give the Amazon app as an example of an app thatís well-designed for us. Recent updates are making it much harder to navigate with speech though, and my message about it to Amazon got a response that made no sense. Iím hoping that writing a review will get the attention of someone who understands the problem, but Iím not hopeful."
cass-a-roll,,4,"The Amazon app is so wonderful to use and shop with. Iíve purchased a number of items within the last few months. The app is fairly user friendly & everything Iíve ordered has come in a timely fashion. The only downside to this Is that I donít understand some of the perks like Prime membership & the daily deals & add on items- not to quite sure how these work yet, but Iím sure Iíll figure it out. Also, some of my items purchased take quite a while to come but over than that-wouldnít want to live without amazon in my life :)"
Hipnosis1,,1,"Wonít allow me to log in, crashes all the time. Switching accounts is impossible. Deleted."
Fifth Specimen,,1,Iíve spent over $90 across three different items and not one has come. Itís been over 18 months. Horrible
helgin46,,1,"«a fait trois livres que jíachËte et que je ne rÈussis pas ‡ tÈlÈcharger. On ne me prÈsente que líextrait, mÍme si jíai reÁu la facture comme quoi cíÈtait payÈ !
Quand on lit un extrait et quíon nous demande si on a aimÈ, il níy a pas de place pour rÈpondre, et on ne peut pas commander le livre suite ‡ la lecture de líextrait. Ce site est vraiment dÈfectueux quant ‡ la marche ‡ suivre!"
Terry760,,1,"Not usable, as crashes on search. Closing all other apps and resetting (hard power off) did not improve."
Old Frodo,,1,Keeps shutting down.
Thaly 213,,1,"Quand j'ouvre l'application, il se ferme aussitÙt. SVP Corrigez se bug."
Gamepro77,,1,"Iím not able to print a return label with my iPhone app or my iPad app. I have to log into my account using safari with my Mac.
There is no button that says ìreprint return labelî there is only a button that says ìemail to a friendî. 

Please Fix!"
Gena Mak,,2,"This app has few issues that make it unusable. Here are some of the scenarios I came up.  To fix them, really, should not be a big deal and for some, there must be some admin settings to enable. 

1. Scrolling through deals list and somewhere in the middle it refreshes and takes you to the top of the list after you just spent 5 minutes scrolling through products. 

2. Same as above, scrolling through the deals list and somewhere in the middle decided to check one of the products. Click on the product, checked it. Click back... again takes to the TOP of the deals list again. 

3. The upcoming deals list on Canadian amazon doesnít have WATCH button?! Why?

4. On the Deals page No option to sort items from newest to oldest. What if I already checked the list and I want to see newly added items?

5. The Deals list defaults to Relevant sort algorithm. Why? What is the Relevant?

6. Search for a product then, get the list of results, again you get 400 items with Relevant sorting. Try to select Lowest price sort. For some reason you get different list with 130 items results."
BATM/\N,,1,UI is very buggy in this release
Mumzy_22,,1,"The newest update has made it impossible to check your tracking information. When you click on the ìSee All Updatesî in the tracking info, it automatically closes up and you canít see any updates. Please fix it!"
Mathieu Richard,,4,"Plusieurs bugs díaffichage, principalement quand je veut voir les suivis de commandes"
silverqueen143,,1,"I wouldnít even use it if my prof didnít ask us to buy books from here! Iíve been trying to order the books 3 times already and itís not working. And they put my account on hold. Like I have no time to wait, Iím behind in my readings because of amazon. I would give it 0 stars if there was an option. I am so frustrated right now!! I hate this app and customer service."
Aburton207,,1,Every time I load the tracking info the screen that loads is blank ... brutally annoying
f13xo,,1,Horrible customer service!
Lucky Gigi,,1,"After the latest update.....app no longer works.
Can you make .17 available again ?"
Silver stuff,,3,Needs an upgrade to allow page printing especially for label returns.
AlwaysBreakingParts,,4,"Works as expected, rather easy to find somewhere to place if u donít want it on the dash (zip tied mine where broken speedo was) it survived winter and we get to minus 45 Celsius where I live, and is still goin a year plus in, I can outrun it in an 84 c10 with only 200 flywheel horsepower lol (by outrun I mean accelerate faster then it can read) but it does its job cruising down the highway or through town"
TRGSw,,1,"Lost all my history in the latest update. Previous orders are gone and my wish list is gone due to changes in the app.  

Not the end of the world but a tremendous annoyance."
Mrpokkins,,1,"Newest version isnt allowing me to view my current, or past orders. Says i never ordered anything even though ive been using amazon for 2 years now."
Rumesha.k,,2,App keeps glitching and gets stuck and crashes. The menus are not pulling up all the way.
Cdncole,,1,"Stick to web version- I have sent emails to customer support about why am I (as a man) getting suggested products like Poise pads and womenís clothings and diapers on the app?
They told me it was a bug and would be fixed the next day.. now I get even more womenís stuff. I tried to follow up on the original email thread they replied to my first query and.. they said thereís no record of an account attached to my email.. I almost quit being a Prime member.. but deleting the app and sticking to the desktop version"
Out to sea,,1,I cannot find the controls I need on the displayed pages.
hihahahah rock 'on,,3,"Depuis la misajour  nous sommes plus capable avec voice over de bien descendre dans líapplication , voice over est une application pour les non voyant sur apple . Vraiment plus dure de naviguer dans líapplication amazone dommage elle allais super bien avant la nouvelle mise ‡ jour"
David.......,,1,The app is crashing everytime its open... please fix
Juice10ne,,3,I already pay prime should make it so I don't have to see ads...
martyna owo,,1,the newest version wonít download
Sjowsuqonuqksowjd,,2,It was working just fine until this evening when it began to crash the second i put my thumb on the screen to scroll??? Even the littlest touch crashes it...
soul-rune1984,,1,"Downloaded it yesterday and it worked fine but, when I tried to use it today, it just crashes.  Oh well....."
Xkha,,4,"I really enjoy using the app to do my online shopping, very simple, although I would like to be able to track what I ordered from my computer on my phone and vice versa."
Wolfauto,,1,"The layout is fine but the problem is that every single time I open it,it crashes!"
Sp001sp,,1,The app keeps crashing all the time. It's useless and sucks.
play4848,,2,On the app I can not longer see if somthing in prime when picking from multi choice on the app...
t_linds,,1,Nothing ships to Canada. Even when I upgraded to a Prime account. Itís very disappointing. Please try to find vendors that ship to your northern neighbour.
Heff8274628,,1,You search something on the app. Then all you see on Facebook and Instagram are the items you looked up that are for sale. Brutal
Liam o 009,,1,It always crashes whenever i try to click on something it just crashes! Very angry!
Secretspy727,,1,App keeps crashing every few seconds. Can't do anything.
triciatruluv,,1,"At least wish is easy to use. Iíve had amazon switch the size back to the display one, it wonít let me set up an email, and I canít join amazon prime! This is a crap app for sure!!!!!"
Hockey Nut,,3,I just got the app and logged into my account and went to the Order page. Nothing comes up as if I have never ordered anything. I changed all the filter settings but my most recent order from this week does not show up. Need to fix the My Orders page.
Saint Valkyrie,,1,If your Canadian make sure you use .ca as it will not prompt you your on US only when in .com. Wonít tell you even when checking out and input shipping info. Oh and horrid customer service when you call in!
Aussiecat,,1,"Update - September 5/18 keeps crashing, as I type in the search bar on iPad 
Something needs fixing ...."
DM_Scott18,,1,"For the last two weeks this app hasnít worked. I can click on anything through the home screen, but I canít search for anything. As soon as I search it just sits there with the loading pinwheel. I loved this app before. Fix it"
Dunwitu,,1,Annoying doesnít even begin to describe it
Leo123Lion,,1,The latest update broke the app I canít search anything just clocks also only thing that shows is multiple sponsored ads of the same item I canít buy anything
iFrancisG,,1,As of September 5th 2018. Search tool completely and totally broken either on website then app. Plz fix it
Jordan2203,,1,Worst update yet..... canít search for anything now. Nothing will load. So frustrating!!!!
nicknamesnottaken,,1,5%  of the time your updates make your apps any more useful or pleasing to the customer!!
tnorh,,2,I canít find what Iím looking for. Just paid ads instead of the best rated products ??
Mickboobaloo,,1,Just updated and the app will no longer show ANY search results. Just loads infinitely. Running a month old iPhone X so it should not be a problem. Iím very inconvenienced and annoyed.
Animapps reviewer,,2,App will no longer load. Crashes on splash screen every time. .. patiently waiting fix.
Wwrc,,1,"Seriously, sometimes I wonder how Amazon keeps going... I have never had so many issues with a big company before (and Iíve been around for a while)?? I canít sign into my app and then your nice enough to ask ìneed some helpî? So I click on that and it takes me to the page I was just on. So... do I have to attempt to open yet another account with you in order to place my order? You are doing your clients a disservice! If I was one of your sellers, Iíd be fuming mad! But maybe they donít know how bad your iPhone app is. Can you answer me as to why EVERY time I go to use your online catalog, I cannot because it doesnít recognize my email address and because of this, I apparently canít even contact anyone to fix the issue. Nice. Wow. Just, wow."
Newsnut1234,,2,"App hasnít worked well for the past 4 months. Tried updating - no avail. 
Keeps saying ìstill uploading...î
iPhone SE"
MGSfan392,,1,Amazon keep taking the money from my account for amazon download !!! ??
Busher77,,1,"Who developed this? For such a large company, you think they would have developers who knew what they were doing..."
Kemerexxx,,3,"it used to be great app but imjust 2 days agi, i cant seem to print the return label using my mobile.i cant access print preview..is this an app issue or my phone issue?"
Wusup1243,,2,Locked out of my account for no apparent reason. Expecting many orders that now can not be tracked or even shipped. Great
JonathanIng,,3,For some reason this version wonít allow the description to scroll smoothly or all the way down.  If the developer is reading this I am using it on an iPhone 6S running iOS 11.4.1
The_Hanks,,1,"Return labels used to open in a web view, could easily print from my phone. Now the return labels open in app with no way to print them, thumbs up to the QA team ??.
Please address this bad decision or oversight ASAP!"
ookobeoo,,1,"It says wrong password, but when I change the password, itís still wrong."
Daeva_,,1,Not sure what is going on the app keeps closing 10 seconds after opening no matter what I do. Unusable.
LostLady??,,2,"Needs to be fixed, Christmas is coming up."
UV meter,,1,"I rarely, if ever, shop at the Amazon Canada website. It is like going to a thrift mart in the most expensive city in the world. Poor or questionable quality items for prices most people would never pay. Most of the time the items one is aware about, are not even available on the Canadian Amazon site. The rest of the time, the item is 50% more expensive, and often shipping is added as well.
One has to wonder if this site actually makes money. Perhaps on people who are too lazy to click on another web page?
Unfortunately, I almost always feel like I am wasting time on the Canadian Amazon site."
iTunes User 89,,3,"When you login into Amazon.ca you could see both the ìPrint Label & Instructionsî button and the ìSend Label to a Friendî button. 

When using the app only the button that says ìSend Label to a Friendî is visible. 

You cannot print/reprint return labels from the app. It can only be printed from the web (via signing into amazon in Safari). 

Please Fix the App
Thanks"
EWJIM,,1,I cannot properly scroll or select anything on the bottom of the page on my 8 plus
Carnage8987,,1,It keeps crashing 5 seconds upon opening; it's annoying when you wanna check out and the app won't allow you to do so.
Naho Mandera,,4,"Could be 5 star but, Amazon, why can I not add to my baby registry from the iPad?  The iPhone app allows it, you should hurry and update the iPad app."
Zintai,,1,"Can't use the app since the update on Aug 23, 2018."
Luci Furr,,3,"If you are a consumer that can actually afford to shop on this site without making out your parents credit cards , the first thing you should invest in is some good reading glasses because the text is so fn small and you canít see it unless you go into each and every stupid individual ad to read it. So with that in mind youíd have to quit your job because not being able to skim through youíll need all that time to view them all to really do a good shop n compare. Overall great site if youíre independently wealthy and have a lot of time on your hands."
Virage567,,1,"Worked great for a while then the ads and ad banners started screwing up my interface. Now everything I look up is wrong resolution and product information is stacked on top of itself like an old printer that had a paper jam but didnít stop printing.

Also all of the screen is crammed down the right side of my iPad now which makes the app practically unusable with the above problem.

Using latest IOS update and latest app build on an iPad Air.

You guys make enough money. Lose the freaking ad banners and autoplay movies and refocus your efforts on making a really good shopping app without the bloat and garbage.

For now I highly recommend avoiding the app and just use your computer."
TY 1 ON 2,,3,When you click on choice of stile or colour menue for buying options . Only half of the menu spears at the bottom. please fix .
73*,,1,"As of the last update, Iím getting the incorrect screen resolution on my iPhone 6S. Item trays and product information is being cut off at the bottom of the screen. Please fix."
Stilz_,,3,"Could be better, it does whatís needed but please do us all a favor and add a night mode color theme for easy browsing at night."
Sledguy733,,1,"Just download your app to my iPhone 5C ( Aug. 24, 2018)
Your app opens but immediately crashes when I hit any thing on your app. Please fix."
Deadsonbread,,2,"I love shopping at Amazon, but the latest update doesnít show order detail in detail anymore. I canít even see how much I have paid for my items. Only info showing is the shipping status. It is useless if I want to reorder something and I want to compare the previous price I have paid. Any price related info is removed from order detail."
sekhon17,,1,"i ordered a wallet purse, when i tracked it shows delivered but itís not. I sent an email regarding this issue but they are so neglecting, they do not even answer my email. It is my worst experience."
lsmeteor,,1,"In the last update, the description and everything else got pushed in a tiny column to the right side of the screen on an ipad.
Looks like it wasnít even verified before being pushed out as an update. Please fix."
Vinniepags,,1,Numerous times app wonít connect to the internet. Internet is available all other apps work fine.
DekeHollow,,3,"I love how quick Iíve been able to purchase and receive my items, Iíve gotten some really good deals and received some good products, with the occasional bad egg. But if you leave even one negative review, suddenly youíre in ìbad standingî and canít do anything! I left one bad review and even returned the item, and now I canít leave any more reviews about the great products Iíve gotten, nor ask questions about items Iím interested in. I want to keep using amazon because itís so easy to use, but you get blacklisted for being honest when you get a bad order."
CuberFan15,,4,Just to buy a Laptop It's A Thousand Bucks! Just to buy a laptop I Do Not Recommend Buying A Google Pixelbook But Good Sales
Thunderbolt2k,,5,EXCELLENT APP 10\10
themothership6,,5,I love u can bye  enything u want
baystreetguy,,3,Every time I open the app it goes to the US version instead of Canadian. Itís a real pain in the you know what.
Bobbbbbbert,,3,Newest update deleted everything in my wishlists which is pretty annoying cause i had a lot in there ??
livingbubbly,,4,"I spend a lot of time using this product, and Iím happy I bought it from this seller. 

Pros: 
- I can make personalized lists for ANYTHING. Even the weird things. Including a list for all the extravagant and expensive stuff Iíll never have.

- If youíre like me and that makes you ugly cry, you can express ship tissues right to your door. 

Cons:
- I canít favourite sellers that I like.

- Itís hard to tell if something is ethically sourced in all the steps.

@livingbubbly"
@calvin,,1,"When viewing wishlist, tapping on the View List button to change to a different wishlist doesn't not function as it should."
Eagleheart24,,2,"I use this app everyday, and up until a few days ago had no complaints. But since the last update, nothing is displaying on the left side of the screen...all of the product information has been pushed over to the right side and stretches beyond the screen...and there is no way to scroll behind the screen. I have to use the browser version in order to shop now, which is more  inconvenient on the iPad. Looking forward to seeing this problem fixed!"
Uuiihhuyfedh,,1,"AliExpress is better, here the items are mostly not free shipping and overpriced. I recommend AliExpress cause it has free shipping on 75% of their products and faster shipping and customer service is better. I bought something here a while back and it took forever to come wayy past the expected date but on AliExpress youíll usually get the item weeks or days before expected date"
Wozzs,,3,"Paid extra for same day delivery, and was not delivered. I provided all the billing information required and my item was no delivered. Disgusted"
Danna_07,,5,I really like this app.... Its so fast especially the delivery
macvimac,,2,"Seems when I type in a search and hit Return, I go immediately back to Amazonís home page."
Melanie.loves.cake,,1,It wonít let me log in my account even though I NEVER logged out! And I type in my password and it still wonít let me in to look at my orders??????????
Stadern,,3,Disappointed in app.  Thought once I connected my account info with app it would be like going directly to website.  However all previous orders could not be found and all items I searched required me to pay for priority shipping to get item quickly even though Iím a prime member.
SH4D0W5k,,4,Since the update I canít even open the app.
mr_Squiddd,,1,"I ordered and i kept getting emails saying my payment method needed to be revised I called and they said everything is ok when they fixed nothing, it is terrible service and a waste of time I wouldnít bother"
elflynn317,,3,"It really bugs me that very time I navigate away from the app and then back again it refreshes to the main page. So if I left it on a product page, Iím back on the home page when I return to the app."
ObiWanCanadian,,1,I did not receive an order placed and was not allowed to leave a negative review.  The review I left contained no profanity.  Well hereís your poor review over here instead.  Order was not replaced and is now available for double the price on Amazon.  What a $cam.
Jhyont,,5,"I would really like to see apple pay for Amazon.
Please!"
Compmonster08,,5,It has an actual A to Z selection for all of your needs great work
jipesca,,3,Why all of a sudden when I search a few items I start seeing them all over my Facebook page. I have to use a browser to search stuff now. Should I just delete the app or what? Annoying.
a descent human being,,1,Iam deleting and never ever ordering no from you again unless the working conditions change drastically.
Koala9999super star,,2,ITS SO FRUSTRATING THAT I HAVE BEEN WAITING FOR MONTHS FOR MY ORDER! THIS IS THE WORST SHIPMENT AND THE LONGEST TALE IVE EVER HAD! I BETTER GET MY SHIPMENT BY NEXT WEEK OR I WILL REPORT YOU! OR A REFUND!
JayRayMeQc,,1,Craches and error message exactly on prime day. Good for your business!
Parafal,,1,"Extremely annoying to use! Every time I come back to the app it asks me to check if Iím not a bot. First time I did, second too but now it is all the time! Please fix this!"
Ornery61,,3,"Great app, however, login out should be easier. A tab on the Home Page for login in or out would be a lot more user friendly!"
S.A 410,,1,So the richest multi billion corporation canít even make a stable app that allows you to log in? This is ridiculous it keeps giving me errors for just trying to sign in... completely unacceptable just go online donít even waste your time.
Damien 666 666,,1,Horrible app. Mobile down all day during prime. Will never use again.
teeeeeev,,1,Never received 155 dollar order that I paid for. No one from amazon is helping. Itís been ordered may 5 2018 still havenít had anyone repley from amazon.
_AmIJames_,,1,"When I first downloaded this app, it didnít look as good as I thought it would be. Its interface was not modern at all. Also, sometimes it crashes."
dawso_hutchings,,1,I put a $60 gift card on my account and they decided to lock my account so now I canít use the account or get my money back hope amazon feels good about taking a 15 year olds money.
Rcdtanker,,2,Convenience is good but amazon must inform customers of international charges . Iíve received several Fedex border charges after Iíve received my product. Price seems good on purchase but a large bill afterwards changes everything.
AlbinoVEVO,,5,Amazon has the best customer service I've seen so far. It has almost everything you want for a good price and the Prime service is really worth it. The app works pretty well too. I have nothing but good experiences with Amazon! Love you :D!
cecieric,,2,"When on the Wish List page, for some reasons the ìView Listî is almost impossible to click on, no response no matter how many times I touched it and the option beside it. However, the search button and filter work perfectly fine. Also, when scroll the screen up, the area the ìView Listî supposed to be can be touch with no problem at all. So not an issue with my touch screen..."
jenniferdahan9,,5,Will this work on any on Apple watch?
mumm100,,1,"If I canít buy anything from this app, please somebody tell me what use it is to me.  Iím deleting it from my tablet and am seriously considering cancelling my Prime membership and my Kindle book rental subscription."
cantech,,3,Title is enough
Reggaeluhver,,1,You cannot change in between Canada and the US for shopping at present...
Liiisssaaaa,,1,Oo
Doushna,,1,Omg I was frustrated into thinking why did i press ok to update into this newer version of amazon! It completed deleted everything from my cart and i cannot remember what i needed and remembered what i was ready to buy! Urgh im so frustrated
wapagatapa,,5,"Shopping, filters, gift cards and customer support are easy to access, so I have it a 5 star desire the occasional bug"
Lewboski,,1,I have had three guaranteed deliveries arrive later than ëguaranteedí. Twice consecutively with the last one arriving 4 days past the guaranteed delivery date. Makes Prime membership seem somewhat pointless and a waste of money.
T-Lane89,,2,Decided to update the app and it has removed all of my wish lists and only has 1 item I bought back in the beginning of May. Guess Iíll just go online to do this :(
Mikeysmilesatyou,,1,What's with visually weird font change on the latest app ? iPhone 8 looks like a typewriter
@tomweihmayr,,5,I ordered a small freezer on the afternoon of 19th that was scheduled to ship in 1-2 days and arrive by the 28th (free shipping option). I came home from my morning walk with my dog on the 21st and the UPS truck was unloading the freezer! Less than 2 days!!!! One happy customer here.
Suprabath,,5,Worlds best customer service
Horseman of apocalypse,,1,If it is an outside seller from amazon. Amazon can not help you even if the seller is wrong.
kdufault09,,3,Iím having a problem with my new amazon prime when Iím looking through the app only seems to work when I go to the website itís frustrating
gpalacios03,,4,Tends to freeze often when trying to switch items and also go back to home screen. Otherwise has always been a great app. Use it all the time
Sm400000000000,,1,"I wish I could undo the latest update which no longer sends me to the correct location whenever I get an email from Amazon to inform me about daily kindle deals.  Very poor thinking on the part of whoever did it.

Still havenít fixed the latest update.  Really, really bad on the part of the designers."
Christoph Loewen,,1,"A lousy App, which through no fault of their own customers are forced to deal with. Poor rendition, lack of actual customer feedback is what's at fault here.
Result unstable & jittery piece of trash.

Add to that; where you are pummelled with item suggestions you'd likely find in a flea market in Sausalito and have no interest in."
afk1945,,5,"I use an iPad and a Samsung Galaxy tabs and have this App installed on both. I have used the App for making purchases,returning items and cancelling orders.Not a single glitch. All in All this App does everything I need to do and very pleased with the Amazon service."
nivo8686,,2,I canít see the orders I placed anymore I have to go through the website seems to be an ongoing issue. For a company this big at least fix your app properly
jamal crawford is goat,,2,Every time i try to select free shipping it refreshes the page to my cart. Its like they really want that extra $10
poorya0014,,1,"Unfortunately the app does not let us pinch to zoom in or out. This makes it hard to see things. There is no options to make the fonts larger.

Update:
It also does not work on LTE! It says Iím not connected wgereas other apps work fine."
rbm25,,4,"1. In SMS alert setup screen, tap change phone number.
2. Prompts to user login screen
Type the password.
3. Verification code sent path.
Choose registered email.
4. Minimize the app and open email app. 
5. Open Amazon app to type the code and it will take you to login screen again. There is no way to type the code due to this issue."
rafaelalarcon,,3,"I have enjoyed the app for a while now. From two updates it started closing the drag and save bar. I need to reopen it everytime I use the app and of course is not easy to reopen.
Please fix this"
frjmn,,1,Does this not work in Canada? Why offer Prime Video if the videos wonít play!
Always4everty,,2,Yíall need to do something to make your app more user friendly. For new users like myself Iím have a very difficult time actually paying for my order...
Jasilva1189,,1,"I canít even sign in on iPhone 8 anymore. Reinstalled, same problem. It just keeps saying ìthere was a problemî every time I try to sign in - wonít even allow login info to be entered."
ggillingham,,3,"I updated this app today and now all of my order history has disappeared and there was a lot 
Also orders I made this week I cannot see them 
Please help"
frequentUserA,,4,The widget on iPhone x is not working for amazon. It doesnít load and donít have the ability to show up or upcoming orders. The app itself is doing really great ????????
WolfmanDave,,2,When you try to purchase a kindle book with the app it only shows download sample. Please fix.
Shhza.,,5,"I ordered stuff from amazon 
I love amazon their quality is the best 
Amazon is very good 
I ordered Apple Watch Charger 
But it wasnít working 
I contacted amazon they gave me really good response 
I told them that I donít live at USA Iam not
I told them thing in details 
They replied no problem I didnít even refund that product and they gave one chance 
They gave me refund even 
Thankyou 
Appreciate it??"
Tokiboy,,3,"The app is my primary go-to for placing and checking orders. Really easy to use and most of the bells and whistles of the full site. 

The area itís lacking in is when I have to search for something through amazonís ëcategoriesí rather than the search bar (if Iím browsing for items without anything specific in mind). Once the category is narrowed down, the displayed items are awkwardly placed in rows such as ëmost giftedí, ëbest sellerí, etc., but without any option to view the usual list method (for certain categories), which makes browsing kind of a chore. This is an oddly poor decision considering the usual ëfilterí and ësort byí options are available for certain categories (but not all) and searches using the search bar.

The list view for categories should be the default view, not the rows, or there should be the option to change the view. In the end, this is a somewhat minor complaint, but as it kind of impedes the ability to browse certain categories, I felt 3 stars was appropriate."
Kiara YunLee,,2,This app doesnít give me a lot of options like AliExpress does. But if you do find options they are super expensive ! ????which is not good
"Bacon,Lettuce, and Tomatoe",,3,"When I use the camera for loading my gift card it always says that there is something wrong with my gift card. I do manage to enter it in anyway, but this can give a person a minor heart attack! Please fix!"
nastybubba,,1,"app never works. constantly says, ìoops no internet available.î
i say, ìoops i just deleted your app amazon.î common get your crap together amazon."
RichKMac,,1,Says there is no connection. I have checked my iPhone and confirmed that both Wifi and cellular connections are checked. Can only use it through Chrome.
Barry696969696969,,1,Same backpack just ìdifferent colourî and one of them ships to calgary Canada but the other one doesnít. If someone can logically explain that to me Iím all ears.
mommy46,,3,"Some of your sellers send the poorest quality stuff I have ever seen. Amazon will  let ANYone sell. But thatís a story for another day.  The app itself is okay, I guess. 
 Itís easy to get lost and find my way back to my original search. It would be nice to organize the buttons better. Like ëwish listí and ëplace orderí now  is below a bunch of stuff. And the reviews and questions are at the rock bottom of the page. What is that craziness?"
Harekampreet,,1,It didn't deliver my things and nothing was delivered what's wrong with you Amazon what the hell
Akita19822010,,3,Love this app and love amazon but I would really love to have a PayPal option for those of us who donít have credit cards :)
Gammarayburst,,1,App used to good. Now even after the update I get something went wrong try again. Will be deleting the app.
Ckcorona,,1,"Basically, I registered myself for Amazon seller and I didnít know that thereís a registration fee. Iíve checked my bank account and I had $52.73 balance on my credit and I was just cool about it. And then afterwards Iíve received notification that says I have a another pending transaction of $52.72 the same payment or fee for the amazon seller registration. Just 1cents difference. I was so confused and I tried to contact someone, but thereís no contact that it says. But rather a questions of a seller that has a answer already. I want my money back!!!"
julietbphoto,,1,Been trying to download this app and the music app from amazon for hours now and it wonít let me without a credit card even though I already signed up for a prime membership?! Customer service is useless and I am on agent number 3 now telling me the same crap over and over. Ridiculous!
Jaquimo,,1,"Every time I search, it gives me results for the echo or whatever else you are promoting that day.  When I search a second time, I get the results that I expect. Either you are doing this intentionally or your UX/QA sucks"
ttttmmmmt,,3,"Wishlists no longer display from my wishlists menu item.  Only get option to create a new one, search for baby registry or find a wishlist."
KDJewl,,1,"Canít seem to get the sidebar menu to open on my iPad, either by sliding from the left or tapping the menu button in the top left corner. Makes most of the app unusable."
jokester152,,1,"I love the app.....

But this last update screwed it up cannot use it at all.

I go to the menu and it glitches and wont let the page open so i cant get to and of the side menus.

Please fix...

5 stars normally."
joga sweat,,2,So glitchy and buggy. And no I donít have an iPhone 3G Iím using an 8 plus up to date
vijay ab,,1,Because amazon supports who actors and actress hurt my religion so I just want show the amazon how much I love my religion
ChildInLove,,1,Most recent update all my wish list items have disappeared and all my previous orders donít show up!!???
Meee1234567,,2,The app will never show anything that ships to Canada and the filter doesnít seem to work either. Very frustrating as I canít buy anything anymore. Guess thatís their loss!
NOT_Evgeny,,4,Could you please add Canadian currency for international shopping.
Fallout 4 lover,,5,So I noticed itís very good to use I have found so many things I need wether itís gaming to sports and itís very helpful and easy to navigate
Mario star 37,,1,So I noticed today that all my saved for later items and cart items are missing except 3 random ones I saved years ago that aren't even available anymore. And my order history as well has been completely whiped what gives? Also now I find out it's a glitch everyone's been getting. I hope it'll be fixed because I will lose a lot of important saved for later items :/
NZjoshCAD,,2,"Thought I was buying from amazon but wasnít. Product never arrived, neither amazon or the seller (who never communicated) would refund the money"
Malyshananou,,1,Updated and I cannot sign in now
Tyrco,,1,Every time a make an order like yesterday I ordered and iPhone x 5 minutes later they send me a message stating your order has been canceled and we've paused your account and canceled and pending orders and I spend 1566$ on a phone I want and don't get a refund
LostTeacher,,2,"Getting frustrated with how many things are showing up that will not ship to Canada. Even when I put the filter in, I canít get it to ship to Canada from the app. Super frustrating when trying to plan my daughterís first bday."
Haswani,,3,We would love to add price drop notifications. To get notifications when the item in our basket goes on sale.
Mama__b,,2,The most recent update has killed the search functionality on my iPod 5. The circle just spins & doesn't return any results. I'm back to using the web page.
danielleashmeela,,1,"Before the update I never had a problem shopping for stuff and seeing what items I can get prime shipping on. Now with the new update, itís all way too confusing."
Schultzy101,,1,"Im canadian. The app keeps switching back to the american version. Not sure why... placed an order, did not get any warning i was ordering from the american site... got a bunch of surprise import charges. Garbage."
IdrilElendril1986,,1,"Impossible to choose size, color or other option of items..."
Awk mohawk,,5,There's nothing not to love about Amazon. From great selection of amazing products to an awesome return policy and great customer service. Prime is totally worth the annual fee. Great fast shipping. So easy to navigate the app and find great deals especially Deal the Day.
Stinkymonkey529,,5,Giving this app because everytime I order something it comes days before I expect it and its amazing!!
Amazon C,,2,"Can you please remove personal info like our name and postal code underneath the search engine? 

Iíve noticed this change several weeks ago and itís very annoying, especially when you are in a crowded room."
Claudiu,,1,Lost entire order history and wishlist content after the last update.
Josh1397v,,1,"Iíve set it to international shipping, changed all settings to reflect my address, selected ìship to Canadaî, and I still have to scroll through 700+ results for things that donít ship to Canada. Aggravating waste of time. This app is a joke"
Mikeg-27,,1,"Says guaranteed arrival by xx date, but everyone always comes later!"
101010101010bin,,5,"Dear amazon love your products amazing quality great seller database amazing app functionality but right now experiencing app problem please update ASAP 

Amazon"
Little.Evski,,2,"What a nightmare to download an audible book. I have to take out my computer and do it because itís impossible to find ìadd to cartî in the app! If this is an option, please make it more user friendly."
hdunkan,,1,No way to prevent this darn app from opening when clicking on an Amazon link in Safari. Removed.
Shac444,,5,"And I have absolutely no complaints about the app. We shop on amazon all the time, have a prime membership and are very happy with their items, services and customer support."
Momthngs,,2,when i pick US the microphone for alexa is displayed. when i select Canada english the microphone for Alexa is gone.  if i want to use the feature i need to change country.   weird how when i pick US i can actually use my echo here in canada.
